,sample1,sample2,AMT_score
12942,S026C001P071R002A102,S007C001P019R001A026,1.4
12943,S020C002P053R002A102,S018C003P008R001A095,1.1
12944,S008C003P001R001A026,S008C003P032R001A026,3.272727273
12945,S027C003P006R001A100,S021C001P056R001A100,3.1
12946,S031C002P097R002A100,S029C003P049R001A100,3.888888889
12947,S007C003P016R001A026,S008C001P031R001A009,1.1
12948,S027C001P085R001A101,S003C001P002R002A035,1.363636364
12949,S011C001P038R001A009,S016C003P040R001A009,3.9
12950,S001C003P006R001A039,S020C001P053R001A097,1.2
12951,S002C002P012R002A007,S008C001P031R002A023,1.6
12952,S012C001P037R001A035,S011C003P038R001A048,2.7
12953,S023C002P055R002A101,S023C001P064R002A101,3.3
12954,S002C001P013R001A023,S008C002P034R002A022,1.090909091
12955,S032C001P105R001A101,S003C001P002R002A035,1.333333333
12956,S002C001P012R002A040,S008C003P035R001A040,3.8
12957,S026C001P072R002A100,S002C003P012R001A027,1.111111111
12958,S027C001P084R001A098,S020C002P052R002A097,1.1
12959,S029C001P080R001A099,S019C001P049R002A099,3.9
12960,S027C001P085R001A101,S030C003P076R001A101,3.363636364
12961,S008C003P029R001A040,S005C001P021R001A007,1
12962,S028C003P073R001A098,S023C002P056R002A098,3.4
12963,S002C001P011R001A039,S008C002P035R002A039,3.75
12964,S003C001P019R001A022,S031C001P097R001A104,1.666666667
12965,S002C001P011R002A022,S002C001P012R002A007,1.4
12966,S013C003P037R001A048,S013C003P015R001A048,2.333333333
12967,S006C001P023R001A048,S002C001P009R001A048,2.5
12968,S008C001P025R001A008,S003C003P002R001A048,1.1
12969,S002C001P014R001A039,S008C003P007R001A039,3.8
12970,S028C001P087R001A097,S029C003P051R001A097,3.111111111
12971,S008C001P031R002A023,S008C002P032R002A007,1.2
12972,S013C001P027R001A026,S031C002P085R002A099,1.4
12973,S030C001P095R001A099,S029C001P088R002A099,3.9
12974,S028C001P073R002A104,S025C002P059R002A097,1.444444444
12975,S003C001P019R001A022,S017C002P003R002A007,1.222222222
12976,S019C001P050R002A099,S008C002P031R002A026,1.9
12977,S030C001P095R002A097,S008C003P032R001A022,1.545454545
12978,S026C001P075R002A104,S010C002P018R002A040,1.5
12979,S019C001P046R001A095,S027C003P083R001A095,3.5
12980,S012C001P027R002A008,S023C002P068R002A080,2.4
12981,S027C001P081R002A097,S029C001P080R001A097,3.777777778
12982,S026C001P071R002A080,S008C001P025R002A035,1.4
12983,S008C002P030R002A027,S013C001P027R001A027,3.8
12984,S001C001P006R001A039,S009C003P019R001A040,1.111111111
12985,S027C003P086R001A080,S016C003P021R001A035,1.8
12986,S017C001P009R002A007,S008C001P015R002A007,3.8
12987,S007C002P027R002A023,S001C002P005R002A023,3.4
12988,S031C001P097R002A099,S025C002P055R002A099,3.9
12989,S030C002P095R002A080,S010C002P013R002A048,1.4
12990,S024C002P061R002A098,S029C001P044R002A098,3.8
12991,S002C001P011R001A008,S031C002P100R002A080,1.666666667
12992,S032C002P104R002A097,S030C001P095R002A097,3.272727273
12993,S001C001P005R001A009,S001C003P005R001A009,3.909090909
12994,S001C001P006R002A048,S008C001P034R001A048,2.555555556
12995,S031C001P100R002A100,S025C001P066R002A099,1.545454545
12996,S032C002P043R002A098,S028C002P073R002A096,1.181818182
12997,S001C001P006R001A008,S013C002P028R002A035,1.4
12998,S023C001P055R001A104,S023C003P055R001A104,4
12999,S026C003P008R001A098,S031C002P082R002A098,2.4
13000,S021C003P060R001A098,S031C003P097R001A098,3.5
13001,S008C001P032R002A048,S016C001P025R001A048,2.3
13002,S030C001P092R002A080,S031C002P097R002A080,2.4
13003,S027C001P086R001A102,S026C001P049R002A095,1
13004,S023C001P066R001A097,S023C002P064R002A104,1.888888889
13005,S008C001P035R002A009,S008C001P034R001A048,1.1
13006,S027C001P083R001A100,S025C002P055R002A100,3.6
13007,S008C001P030R001A008,S020C001P054R001A080,1.6
13008,S028C002P087R002A100,S032C001P105R001A100,3.444444444
13009,S007C001P017R001A035,S016C003P039R001A035,2.4
13010,S029C003P051R001A102,S023C001P066R001A102,3.6
13011,S001C003P005R001A009,S001C001P002R002A009,4
13012,S025C003P056R001A102,S007C001P016R001A026,1.4
13013,S017C001P007R002A009,S016C001P040R002A026,1
13014,S027C001P083R002A102,S022C003P061R001A101,1
13015,S030C001P081R002A104,S025C003P068R001A097,1.6
13016,S014C003P027R001A039,S016C001P039R002A048,1.272727273
13017,S029C003P080R001A099,S024C001P061R001A099,3.545454545
13018,S026C001P075R001A097,S030C001P095R002A097,3.727272727
13019,S012C001P027R002A009,S016C001P040R002A026,1.111111111
13020,S012C001P028R002A022,S002C002P003R002A022,2.818181818
13021,S001C002P001R002A022,S032C002P105R002A104,2
13022,S013C003P008R001A008,S008C001P032R002A048,1.090909091
13023,S032C002P043R002A098,S026C003P050R001A098,2.909090909
13024,S014C001P008R001A035,S026C001P008R001A080,1.3
13025,S026C001P071R001A098,S019C001P051R001A096,1.2
13026,S027C003P083R001A080,S003C001P002R002A035,1.181818182
13027,S027C001P084R002A096,S027C001P011R002A098,1.1
13028,S001C001P006R001A039,S008C002P034R002A039,3.888888889
13029,S017C001P009R002A007,S008C001P031R001A022,1.7
13030,S032C003P106R001A102,S023C002P061R002A102,3.8
13031,S006C002P024R002A023,S004C003P003R001A023,3.7
13032,S026C001P050R002A080,S030C001P095R002A080,3.375
13033,S008C001P029R002A048,S004C001P020R002A039,1.4
13034,S028C003P073R001A098,S008C001P031R002A040,1
13035,S023C001P059R002A102,S017C002P003R002A026,1.363636364
13036,S008C002P036R002A009,S012C003P008R001A027,1.1
13037,S029C003P051R001A097,S016C001P039R002A022,1.5
13038,S001C002P001R002A022,S008C002P036R002A007,1.2
13039,S016C002P040R002A026,S030C001P081R002A099,1.2
13040,S006C002P008R002A026,S009C003P017R001A027,1.454545455
13041,S029C001P075R002A101,S027C001P086R002A101,3.3
13042,S027C001P086R002A098,S032C002P043R002A097,1.818181818
13043,S010C001P017R002A048,S016C001P039R001A035,2.8
13044,S018C002P044R002A100,S032C002P106R002A100,3.818181818
13045,S007C003P018R001A039,S016C003P040R001A039,3.818181818
13046,S016C003P021R001A009,S006C001P022R002A027,1.090909091
13047,S002C001P014R001A022,S008C001P034R002A023,1.222222222
13048,S008C001P029R001A023,S026C001P075R002A104,1.545454545
13049,S025C003P068R001A097,S027C002P081R002A097,3.666666667
13050,S016C002P040R002A007,S003C001P019R001A022,1.2
13051,S002C003P013R001A039,S031C001P097R001A096,1.6
13052,S002C002P014R002A027,S032C001P102R002A100,1.2
13053,S002C001P013R001A023,S009C003P025R001A023,3.909090909
13054,S007C003P016R001A026,S012C003P008R001A027,1.3
13055,S031C001P097R001A096,S017C002P009R002A022,1.272727273
13056,S008C001P034R002A007,S016C001P008R002A022,1.1
13057,S002C001P009R001A040,S002C001P011R002A040,3.4
13058,S002C003P013R001A023,S008C002P033R002A007,1.4
13059,S023C003P059R001A101,S008C003P025R001A008,1
13060,S023C002P061R002A102,S029C003P080R001A095,1
13061,S027C003P083R001A095,S026C001P071R002A095,3
13062,S012C001P016R002A040,S011C003P038R001A039,1.333333333
13063,S013C001P027R001A026,S031C002P051R002A099,1.5
13064,S009C003P007R001A027,S009C001P017R001A027,3.090909091
13065,S027C001P083R001A099,S007C001P028R002A027,1.454545455
13066,S027C001P086R001A104,S009C003P017R001A040,1.4
13067,S001C002P004R002A035,S003C002P002R002A035,3.666666667
13068,S028C001P046R001A104,S001C001P003R002A040,1.4
13069,S029C003P080R001A099,S029C001P080R001A099,4
13070,S031C003P097R001A104,S026C001P049R001A097,2.111111111
13071,S029C001P080R001A104,S021C001P056R002A104,2.363636364
13072,S030C003P011R001A100,S021C003P056R001A100,3.555555556
13073,S026C001P072R001A098,S030C003P096R001A096,1.2
13074,S010C001P021R002A008,S027C003P086R001A080,2.5
13075,S021C002P059R002A100,S025C002P056R002A099,2.2
13076,S008C003P036R001A023,S011C003P016R001A007,1.9
13077,S002C001P012R002A035,S027C001P081R002A080,1.1
13078,S018C003P008R001A095,S008C003P029R001A022,2.1
13079,S003C002P002R002A035,S008C002P025R002A035,4
13080,S003C001P002R001A027,S006C001P022R002A027,3.5
13081,S027C001P083R001A100,S030C002P096R002A100,3.8
13082,S008C003P031R001A009,S008C002P036R002A009,3.916666667
13083,S017C001P016R002A008,S026C002P071R002A080,2.3
13084,S029C003P051R001A097,S027C002P084R002A097,2.9
13085,S016C002P025R002A026,S006C001P024R001A026,3.8
13086,S006C001P023R002A022,S015C001P019R002A023,1.333333333
13087,S010C001P013R002A009,S001C001P003R002A027,1.1
13088,S012C001P028R002A022,S001C002P005R002A022,1.909090909
13089,S010C002P008R002A040,S002C001P012R002A039,1.2
13090,S026C003P050R001A098,S015C001P025R002A040,1.9
13091,S003C001P002R002A035,S010C001P013R002A048,2.6
13092,S009C002P019R002A035,S014C002P019R002A008,1.6
13093,S008C002P036R002A009,S002C002P011R002A048,1.2
13094,S032C002P102R002A101,S013C002P007R002A035,1
13095,S006C003P023R001A023,S017C003P009R001A023,3.727272727
13096,S008C003P036R001A023,S023C001P058R002A104,1.090909091
13097,S021C001P056R001A095,S026C003P076R001A095,3.3
13098,S030C002P095R002A097,S029C001P051R001A097,3.2
13099,S006C001P024R002A023,S011C001P002R001A022,1.2
13100,S031C001P100R001A101,S011C002P038R002A008,1
13101,S021C002P058R002A097,S001C002P005R002A022,1.1
13102,S019C001P046R001A098,S012C001P016R002A040,1.9
13103,S027C001P079R001A102,S007C003P019R001A026,1.4
13104,S008C003P031R001A035,S017C001P009R001A008,1.333333333
13105,S007C001P028R002A027,S003C001P002R001A027,3.9
13106,S030C001P095R001A098,S031C003P100R001A097,1.4
13107,S002C002P012R002A007,S013C001P027R002A007,2.8
13108,S023C001P066R001A097,S020C003P053R001A097,2.2
13109,S005C003P010R001A039,S027C001P081R002A096,1.4
13110,S031C002P097R002A099,S029C001P006R001A099,3.2
13111,S001C001P006R001A035,S008C003P030R001A035,3.4
13112,S004C001P020R002A035,S016C003P039R001A035,3.4
13113,S002C001P014R002A008,S016C003P039R001A035,1.666666667
13114,S008C001P034R001A048,S010C001P021R001A048,2.8
13115,S008C003P029R001A035,S004C002P020R002A035,2.4
13116,S008C001P029R001A009,S007C001P028R001A026,1.3
13117,S003C001P002R001A048,S016C003P021R001A035,2.2
13118,S007C001P015R002A027,S024C001P061R001A100,1.111111111
13119,S032C003P106R001A096,S027C003P079R001A096,3.666666667
13120,S028C002P073R002A099,S029C002P080R002A100,1.8
13121,S010C001P018R002A040,S008C001P034R002A039,1.666666667
13122,S006C002P024R002A039,S021C001P059R001A096,1.4
13123,S019C001P046R001A095,S032C001P105R002A104,2.1
13124,S013C002P016R002A009,S008C001P031R002A048,1.6
13125,S027C003P083R001A101,S017C002P016R002A008,1
13126,S009C002P019R002A035,S016C003P021R001A035,3.5
13127,S014C003P025R001A007,S019C003P046R001A095,1.1
13128,S023C001P066R001A097,S027C003P082R001A097,3
13129,S013C003P027R001A027,S030C003P095R001A100,1.8
13130,S029C001P088R002A099,S029C002P088R002A099,3.9
13131,S001C002P006R002A027,S010C001P013R002A026,1.4
13132,S031C001P097R002A100,S025C001P055R002A099,2
13133,S026C001P071R001A104,S027C002P084R002A104,3.363636364
13134,S031C001P043R001A095,S032C001P106R002A104,2
13135,S006C001P001R002A040,S012C003P028R001A039,1.8
13136,S004C001P020R002A035,S032C001P106R001A080,1.7
13137,S021C002P058R002A099,S028C003P046R001A100,1.3
13138,S021C002P056R002A097,S016C001P008R002A022,1.3
13139,S005C002P010R002A008,S013C002P018R002A048,1.363636364
13140,S027C003P079R001A096,S027C002P084R002A096,2.6
13141,S002C003P013R001A039,S003C003P002R001A048,1.3
13142,S001C001P007R001A040,S014C001P007R001A007,1
13143,S016C002P025R002A026,S007C001P018R002A026,2.9
13144,S016C001P040R001A008,S013C002P018R002A048,1.2
13145,S032C001P044R001A097,S030C003P095R001A098,1.5
13146,S032C001P043R002A097,S029C001P080R001A097,3.909090909
13147,S025C002P066R002A104,S028C002P087R002A104,3.3
13148,S027C002P082R002A100,S031C001P097R002A100,3.6
13149,S019C001P049R002A104,S025C002P059R002A097,1.3
13150,S002C001P011R002A007,S029C003P080R001A095,1.1
13151,S020C001P053R001A099,S005C002P010R002A027,1.5
13152,S004C001P003R001A035,S004C002P020R002A035,3.8
13153,S030C001P092R002A095,S018C003P043R001A104,2.4
13154,S006C001P017R001A026,S007C003P019R001A026,3.875
13155,S008C001P035R002A035,S008C001P025R002A035,3.3
13156,S001C003P008R001A048,S008C001P034R002A039,1.083333333
13157,S028C003P073R001A098,S027C002P086R002A098,3.111111111
13158,S013C002P018R002A048,S011C001P038R001A048,3.4
13159,S027C001P011R002A080,S021C001P060R002A080,2.5
13160,S007C001P027R002A023,S011C001P028R001A007,1.1
13161,S029C002P080R002A101,S011C001P038R001A048,1.2
13162,S001C003P004R001A039,S011C003P038R001A040,1.2
13163,S001C001P006R002A027,S015C001P016R002A027,3.909090909
13164,S007C001P018R001A039,S002C001P012R002A039,3.5
13165,S013C002P007R002A035,S012C001P037R001A035,3.4
13166,S026C003P072R001A080,S017C003P020R001A048,1.4
13167,S026C001P071R001A104,S021C002P058R002A097,1.6
13168,S012C001P037R002A039,S016C001P040R001A048,1
13169,S016C003P040R001A022,S023C002P058R002A104,1.3
13170,S007C001P017R001A035,S010C002P013R002A048,2.2
13171,S002C002P003R002A022,S001C003P004R001A007,1.1
13172,S014C002P037R002A026,S025C002P056R002A099,1.7
13173,S021C002P058R002A099,S021C001P058R002A099,3.9
13174,S016C001P040R001A008,S008C002P025R002A035,1.2
13175,S027C001P084R002A102,S025C003P055R001A102,3.2
13176,S008C001P029R002A008,S007C003P028R001A008,3.777777778
13177,S027C001P011R002A080,S013C001P018R002A048,1.6
13178,S029C002P080R002A100,S008C001P036R001A026,1.8
13179,S029C001P088R002A099,S030C001P096R002A100,2.3
13180,S023C002P061R002A097,S023C002P060R002A097,3.2
13181,S030C003P095R001A098,S008C002P033R002A040,1.2
13182,S007C001P001R002A048,S023C001P064R002A101,1
13183,S008C001P034R002A039,S003C001P017R001A039,4
13184,S001C002P005R002A026,S009C001P007R001A027,1.545454545
13185,S017C002P009R002A035,S023C002P064R002A080,1.6
13186,S017C001P007R002A009,S008C001P029R002A026,1.1
13187,S008C002P031R002A048,S008C001P035R002A048,1.555555556
13188,S008C003P031R001A009,S012C002P027R002A009,3.545454545
13189,S019C002P050R002A100,S006C001P022R002A026,1.5
13190,S006C003P024R001A027,S019C001P050R002A099,1.7
13191,S030C003P095R001A095,S018C001P008R001A095,3.444444444
13192,S008C001P031R002A023,S031C001P006R001A104,1.1
13193,S016C002P039R002A026,S007C001P028R002A027,1.7
13194,S027C001P083R001A097,S014C002P027R002A022,1.3
13195,S008C001P033R002A008,S006C003P024R001A008,4
13196,S024C002P061R002A098,S009C001P017R001A040,1.5
13197,S016C002P025R002A026,S012C003P008R001A009,1.1
13198,S001C002P006R002A023,S008C001P035R001A022,1.2
13199,S026C001P072R001A095,S021C001P056R001A095,3
13200,S002C001P011R002A007,S011C001P002R001A022,1.2
13201,S027C001P079R002A099,S030C001P092R002A100,2
13202,S007C001P018R002A026,S002C003P013R001A039,1
13203,S008C001P007R001A039,S030C001P096R001A096,1.5
13204,S002C001P011R002A007,S009C001P025R001A023,1.727272727
13205,S027C003P082R001A097,S020C001P052R002A097,3.7
13206,S016C003P021R001A035,S032C002P102R002A098,1
13207,S002C003P012R001A048,S010C003P016R001A039,1.111111111
13208,S016C001P040R002A027,S030C002P096R002A100,1.2
13209,S020C002P053R002A102,S025C001P058R001A101,1.2
13210,S008C002P029R002A007,S016C002P021R002A023,1
13211,S023C001P066R001A097,S029C001P044R002A104,1.1
13212,S018C001P043R001A099,S024C003P064R001A099,3.181818182
13213,S021C001P058R001A098,S027C001P086R002A098,3.4
13214,S017C001P009R001A027,S027C001P084R002A099,1.3
13215,S011C001P038R001A009,S012C001P008R001A027,1.3
13216,S016C002P039R002A048,S003C001P017R001A039,1.2
13217,S008C002P030R002A048,S020C001P052R002A101,1.111111111
13218,S026C001P050R002A101,S017C003P009R001A008,1
13219,S008C001P007R001A039,S017C001P009R002A039,3.888888889
13220,S031C003P099R001A080,S014C002P037R002A008,2.272727273
13221,S006C003P024R001A027,S030C003P095R001A100,1.2
13222,S008C001P036R001A040,S001C001P006R001A040,3.909090909
13223,S021C002P058R002A097,S008C001P030R002A022,1.5
13224,S002C003P014R001A040,S006C001P023R001A040,3.636363636
13225,S010C001P008R001A023,S011C003P038R001A022,1.181818182
13226,S008C001P015R002A007,S011C001P038R001A022,1.2
13227,S017C002P009R002A035,S016C003P039R001A035,3.7
13228,S020C001P052R002A102,S031C001P097R001A102,3.333333333
13229,S008C001P034R002A026,S025C001P056R002A099,1.727272727
13230,S030C001P096R001A097,S029C002P080R002A098,1.9
13231,S005C002P010R002A022,S007C001P027R002A023,1.444444444
13232,S011C002P038R002A008,S002C002P003R002A008,3.2
13233,S014C001P037R002A026,S002C001P009R002A009,1
13234,S025C001P059R002A097,S026C001P072R002A097,2.5
13235,S023C001P055R002A098,S019C001P046R002A096,1.5
13236,S002C001P014R001A035,S007C002P018R002A035,2.5
13237,S001C003P005R001A040,S013C001P027R002A007,1
13238,S030C003P096R001A096,S028C001P043R001A096,3.666666667
13239,S032C003P105R001A096,S008C002P029R002A039,1.4
13240,S002C001P014R001A009,S008C001P031R001A009,3.8
13241,S013C003P037R001A023,S016C001P008R002A022,1.4
13242,S008C003P029R001A023,S013C002P018R002A023,3.9
13243,S008C001P034R002A007,S008C001P030R002A007,3.5
13244,S031C001P099R001A080,S023C001P068R002A080,3.666666667
13245,S014C003P037R001A009,S008C001P035R002A026,1
13246,S032C001P044R002A101,S025C001P056R001A101,2.5
13247,S011C002P002R002A007,S008C002P033R002A007,1.555555556
13248,S023C003P061R001A080,S030C001P076R001A080,3.777777778
13249,S006C003P024R001A026,S017C001P003R002A026,3.5
13250,S002C001P014R001A022,S008C001P030R002A022,2.777777778
13251,S008C001P015R002A007,S016C001P040R001A022,1.8
13252,S025C002P068R002A098,S008C001P029R001A040,1.333333333
13253,S028C003P073R001A080,S020C001P052R002A080,3.7
13254,S013C003P027R001A048,S008C002P025R002A035,1.222222222
13255,S013C001P019R002A039,S006C003P023R001A039,3.7
13256,S027C001P080R002A096,S020C003P054R001A098,1.6
13257,S002C003P012R001A008,S013C001P027R001A035,1.888888889
13258,S027C002P086R002A099,S025C002P056R002A099,3.545454545
13259,S004C003P003R001A035,S004C002P020R002A035,3.75
13260,S023C001P066R001A098,S026C003P072R001A098,3.8
13261,S016C002P021R002A039,S016C003P040R001A040,1.5
13262,S028C001P073R002A104,S029C001P080R001A097,1.636363636
13263,S023C001P068R001A102,S032C003P106R001A102,3.090909091
13264,S008C003P030R001A008,S001C001P002R001A008,4
13265,S030C002P095R002A097,S030C001P096R001A097,3.2
13266,S008C003P036R001A035,S014C001P019R002A008,1
13267,S008C001P029R001A022,S016C002P039R002A022,2.090909091
13268,S032C001P105R002A104,S008C003P029R001A040,1
13269,S031C001P097R002A100,S012C001P019R002A027,1.3
13270,S005C003P021R001A040,S011C003P016R001A007,1.3
13271,S032C001P102R002A100,S008C001P036R001A026,1.8
13272,S001C001P006R001A007,S016C002P040R002A007,3.1
13273,S029C003P051R001A102,S023C001P059R002A102,3.818181818
13274,S008C003P029R001A022,S016C001P040R001A022,1.333333333
13275,S019C002P049R002A099,S026C001P072R002A100,1.4
13276,S028C002P043R002A101,S014C003P008R001A035,1.3
13277,S029C002P080R002A080,S005C002P004R002A008,2.181818182
13278,S023C003P066R001A097,S025C001P066R002A104,2.5
13279,S004C001P003R001A048,S008C003P033R001A039,1.090909091
13280,S011C003P038R001A027,S031C002P097R002A099,1.111111111
13281,S008C002P033R002A040,S032C001P102R002A096,2
13282,S026C001P071R002A080,S026C002P071R002A080,4
13283,S023C002P068R002A080,S023C001P064R002A080,3.4
13284,S021C001P059R002A100,S015C001P016R002A027,1.2
13285,S013C001P018R002A048,S016C001P039R002A048,3.111111111
13286,S032C001P106R001A101,S004C003P020R001A008,1.1
13287,S014C003P017R001A007,S017C002P003R002A007,1.6
13288,S006C001P024R001A009,S005C003P010R001A026,1.3
13289,S027C002P082R002A100,S006C003P024R001A027,1.2
13290,S008C001P034R002A023,S013C002P027R002A007,1.3
13291,S031C001P097R002A080,S001C001P006R001A008,2.2
13292,S007C001P019R001A026,S012C001P008R001A009,1
13293,S019C003P050R001A096,S019C001P049R002A098,1.5
13294,S029C001P006R002A095,S026C003P008R001A104,1.727272727
13295,S013C003P015R001A048,S023C003P066R001A101,1.444444444
13296,S027C002P081R002A102,S027C003P086R001A102,3
13297,S029C003P051R001A102,S027C002P084R002A102,3.1
